Country,position,Trait,DATE,Prop
Sweden,All,Diabetes and CKD,2016,0.0108713624338624
Sweden,All,Digestive diseases,2016,0.0228624198244288
Sweden,All,Mental disorders,2016,0.010577648169973
Sweden,All,Musculoskeletal disorders,2016,0.0180555555555556
Sweden,All,Neurological disorders,2016,0.00143781452192667
Sweden,All,Skin disease,2016,0.00745937637241985
Sweden,First,All traits,2016,0.0297619047619048
Sweden,First,Cancer,2016,0.0135869565217391
Sweden,First,Chronic respiratory disease,2016,0.0952380952380952
Sweden,First,CVD,2016,0.0245310245310245
Sweden,First,Diabetes and CKD,2016,0
Sweden,First,Digestive diseases,2016,0.0232558139534884
Sweden,First,Musculoskeletal disorders,2016,0
Sweden,First,Neurological disorders,2016,0
Sweden,Senior,All traits,2016,0.0403057419835943
Sweden,Senior,Cancer,2016,0.0260869565217391
Sweden,Senior,Chronic respiratory disease,2016,0.0952380952380952
Sweden,Senior,CVD,2016,0.0412457912457912
Sweden,Senior,Diabetes and CKD,2016,0
Sweden,Senior,Digestive diseases,2016,0.0193798449612403
Sweden,Senior,Mental disorders,2016,0.0265700483091787
Sweden,Senior,Musculoskeletal disorders,2016,0
Sweden,Senior,Skin disease,2016,0
Switzerland,All,All traits,2016,0.00615167403429848
Switzerland,All,Chronic respiratory disease,2016,0.00586611456176674
Switzerland,All,Digestive diseases,2016,0.00455205675124785
Switzerland,All,Mental disorders,2016,0.0095078002604804
Switzerland,Senior,Neurological disorders,2016,0
Turkey,All,Substance use,2016,0.0256410256410256
Turkey,Senior,Musculoskeletal disorders,2016,0
Turkey,Senior,Neurological disorders,2016,0
Turkey,Senior,Skin disease,2016,0
Uganda,Senior,Cancer,2016,0
United Arab Emirates,Senior,Substance use,2016,0
United Kingdom,All,All traits,2016,0.0786473588266366
United Kingdom,All,Cancer,2016,0.0607266457965548
United Kingdom,All,Chronic respiratory disease,2016,0.0526035693979103
United Kingdom,All,CVD,2016,0.0876218384069726
United Kingdom,All,Diabetes and CKD,2016,0.209366732804233
United Kingdom,All,Digestive diseases,2016,0.0848704310940647
United Kingdom,All,Mental disorders,2016,0.1037452210423
United Kingdom,All,Musculoskeletal disorders,2016,0.0592592592592593
United Kingdom,All,Neurological disorders,2016,0.0967081205398962
United Kingdom,All,Skin disease,2016,0.0328451178451179
United Kingdom,All,Substance use,2016,0.205128205128205
United Kingdom,First,All traits,2016,0.0922259507829978
United Kingdom,First,Cancer,2016,0.0905797101449275
United Kingdom,First,Chronic respiratory disease,2016,0.0476190476190476
United Kingdom,First,CVD,2016,0.071969696969697
United Kingdom,First,Diabetes and CKD,2016,0.208333333333333
United Kingdom,First,Digestive diseases,2016,0.0813953488372093
United Kingdom,First,Mental disorders,2016,0.182608695652174
United Kingdom,First,Musculoskeletal disorders,2016,0
United Kingdom,First,Neurological disorders,2016,0.173076923076923
United Kingdom,First,Skin disease,2016,0
United Kingdom,First,Substance use,2016,0.333333333333333
United Kingdom,Senior,All traits,2016,0.0893176733780761
United Kingdom,Senior,Cancer,2016,0.0782608695652174
United Kingdom,Senior,Chronic respiratory disease,2016,0
United Kingdom,Senior,CVD,2016,0.117424242424242
United Kingdom,Senior,Diabetes and CKD,2016,0.208333333333333
United Kingdom,Senior,Digestive diseases,2016,0.0868217054263566
United Kingdom,Senior,Mental disorders,2016,0.152173913043478
United Kingdom,Senior,Musculoskeletal disorders,2016,0.0555555555555556
United Kingdom,Senior,Neurological disorders,2016,0.16025641025641
United Kingdom,Senior,Skin disease,2016,0.0666666666666667
United Kingdom,Senior,Substance use,2016,0.166666666666667
United States,All,All traits,2016,0.398082620625582
United States,All,Cancer,2016,0.510710452587244
United States,All,Chronic respiratory disease,2016,0.443225462046052
United States,All,CVD,2016,0.424837155830196
United States,All,Diabetes and CKD,2016,0.452092236467237
United States,All,Digestive diseases,2016,0.314201162834477
United States,All,Mental disorders,2016,0.483086768946203
United States,All,Musculoskeletal disorders,2016,0.320740740740741
United States,All,Neurological disorders,2016,0.376209206435473
United States,All,Skin disease,2016,0.586600790513834
United States,All,Substance use,2016,0.666666666666667
United States,First,All traits,2016,0.423009699100303
United States,First,Cancer,2016,0.57913372859025
United States,First,Chronic respiratory disease,2016,0.38961038961039
United States,First,CVD,2016,0.473719336219336
United States,First,Diabetes and CKD,2016,0.444444444444444
United States,First,Digestive diseases,2016,0.341085271317829
United States,First,Mental disorders,2016,0.501449275362319
United States,First,Musculoskeletal disorders,2016,0.166666666666667
United States,First,Neurological disorders,2016,0.423076923076923
United States,First,Skin disease,2016,0.588888888888889
United States,First,Substance use,2016,0.666666666666667
United States,Senior,All traits,2016,0.444975764354959
United States,Senior,Cancer,2016,0.547463768115942
United States,Senior,Chronic respiratory disease,2016,0.458730158730159
United States,Senior,CVD,2016,0.507786195286195
United States,Senior,Diabetes and CKD,2016,0.479166666666667
United States,Senior,Digestive diseases,2016,0.344315245478036
United States,Senior,Mental disorders,2016,0.531400966183575
United States,Senior,Musculoskeletal disorders,2016,0.333333333333333
United States,Senior,Neurological disorders,2016,0.448717948717949
United States,Senior,Skin disease,2016,0.483333333333333
United States,Senior,Substance use,2016,0.666666666666667
Australia,All,All traits,2017,0.0148279006512406
Australia,All,Cancer,2017,0.0195165220251901
Australia,All,Chronic respiratory disease,2017,0.0176450216450216
Australia,All,CVD,2017,0.0073953823953824
Australia,All,Diabetes and CKD,2017,0.0153846153846154
Australia,All,Digestive diseases,2017,0.00699432892249527
Australia,All,Mental disorders,2017,0.00849297009797046
Australia,All,Musculoskeletal disorders,2017,0.00555555555555556
Australia,All,Neurological disorders,2017,0.049230959587307
Australia,All,Skin disease,2017,0.00290010741138561
Australia,All,Substance use,2017,0.0185185185185185
Australia,First,All traits,2017,0.0211864406779661
Australia,First,Cancer,2017,0.0208333333333333
Australia,First,Chronic respiratory disease,2017,0
Australia,First,CVD,2017,0.0142857142857143
Australia,First,Diabetes and CKD,2017,0
Australia,First,Digestive diseases,2017,0.0108695652173913
Australia,First,Mental disorders,2017,0.032258064516129
Australia,First,Musculoskeletal disorders,2017,0
Australia,First,Neurological disorders,2017,0.0769230769230769
Australia,First,Skin disease,2017,0
Australia,First,Substance use,2017,0
Australia,Senior,All traits,2017,0.0193973634651601
Australia,Senior,Cancer,2017,0.0194444444444444
Australia,Senior,Chronic respiratory disease,2017,0
Australia,Senior,CVD,2017,0.0142857142857143
Australia,Senior,Diabetes and CKD,2017,0
Australia,Senior,Digestive diseases,2017,0
Australia,Senior,Mental disorders,2017,0.032258064516129
Australia,Senior,Musculoskeletal disorders,2017,0
Australia,Senior,Neurological disorders,2017,0.0769230769230769
Australia,Senior,Skin disease,2017,0
Australia,Senior,Substance use,2017,0
Austria,First,Cancer,2017,0.0208333333333333
Austria,Senior,Cancer,2017,0.0208333333333333
Belgium,All,All traits,2017,0.00336074214128701
Belgium,All,Neurological disorders,2017,0.000856604420078808
Belgium,First,All traits,2017,0.00188323917137476
Belgium,First,Neurological disorders,2017,0
Belgium,Senior,Musculoskeletal disorders,2017,0
Belgium,Senior,Neurological disorders,2017,0
Benin,First,Chronic respiratory disease,2017,0
Benin,First,Skin disease,2017,0
Canada,All,All traits,2017,0.0168477446097214
Canada,All,Cancer,2017,0.0151191313491009
Canada,All,Chronic respiratory disease,2017,0.0308045091194826
Canada,All,CVD,2017,0.0165983956306537
Canada,All,Diabetes and CKD,2017,0.058974358974359
Canada,All,Digestive diseases,2017,0.0191909773667808
Canada,All,Mental disorders,2017,0.0139235899947949
Canada,All,Neurological disorders,2017,0.00945758464427402
Canada,All,Skin disease,2017,0.0206890139616693
Canada,First,All traits,2017,0.013653483992467
Canada,First,Cancer,2017,0.0138888888888889
Canada,First,Chronic respiratory disease,2017,0.0333333333333333
Canada,First,CVD,2017,0.0285714285714286
Canada,First,Diabetes and CKD,2017,0.0769230769230769
Canada,First,Digestive diseases,2017,0.0108695652173913
Canada,First,Musculoskeletal disorders,2017,0
Canada,First,Neurological disorders,2017,0
Canada,First,Skin disease,2017,0.0263157894736842
Canada,Senior,All traits,2017,0.0124293785310734
Canada,Senior,Cancer,2017,0.00416666666666667
Canada,Senior,Chronic respiratory disease,2017,0
Canada,Senior,CVD,2017,0.0285714285714286
Canada,Senior,Diabetes and CKD,2017,0.0769230769230769
Canada,Senior,Digestive diseases,2017,0.0217391304347826
Canada,Senior,Musculoskeletal disorders,2017,0
Canada,Senior,Neurological disorders,2017,0
Canada,Senior,Skin disease,2017,0
Chile,First,Neurological disorders,2017,0
Chile,Senior,Chronic respiratory disease,2017,0
Chile,Senior,Neurological disorders,2017,0
China,All,All traits,2017,0.101413720307713
China,All,Cancer,2017,0.123192716614874
China,All,Chronic respiratory disease,2017,0.0685714285714286
China,All,CVD,2017,0.1276481158909
China,All,Diabetes and CKD,2017,0.101282051282051
China,All,Digestive diseases,2017,0.137338425381904
China,All,Mental disorders,2017,0.124018210849705
China,All,Musculoskeletal disorders,2017,0.00231481481481482
China,All,Neurological disorders,2017,0.142307692307692
China,All,Skin disease,2017,0.0435444367775195
China,First,All traits,2017,0.104990583804143
China,First,Cancer,2017,0.135416666666667
China,First,Chronic respiratory disease,2017,0.0666666666666667
China,First,CVD,2017,0.142857142857143
China,First,Diabetes and CKD,2017,0.0961538461538462
China,First,Digestive diseases,2017,0.146739130434783
China,First,Mental disorders,2017,0.123655913978495
China,First,Musculoskeletal disorders,2017,0
China,First,Neurological disorders,2017,0.153846153846154
China,First,Skin disease,2017,0.0263157894736842
China,First,Substance use,2017,0
China,Senior,All traits,2017,0.0908662900188324
China,Senior,Cancer,2017,0.125
China,Senior,Chronic respiratory disease,2017,0.0666666666666667
China,Senior,CVD,2017,0.1
China,Senior,Diabetes and CKD,2017,0.0384615384615385
China,Senior,Digestive diseases,2017,0.130434782608696
China,Senior,Mental disorders,2017,0.118279569892473
China,Senior,Musculoskeletal disorders,2017,0
China,Senior,Neurological disorders,2017,0.115384615384615
China,Senior,Skin disease,2017,0.0263157894736842
China,Senior,Substance use,2017,0
Denmark,All,All traits,2017,0.00760485117344545
Denmark,All,Cancer,2017,0.00590531698770984
Denmark,All,Chronic respiratory disease,2017,0.0116960047176765
Denmark,All,CVD,2017,8.81834215167548e-05
Denmark,All,Diabetes and CKD,2017,0.00822954822954823
Denmark,All,Digestive diseases,2017,0.0124932531298594
Denmark,All,Mental disorders,2017,0.0157599873951742
Denmark,All,Musculoskeletal disorders,2017,0.00231481481481482
Denmark,First,All traits,2017,0.000941619585687382
Denmark,First,Cancer,2017,0.00347222222222222
Denmark,First,Chronic respiratory disease,2017,0
Denmark,First,CVD,2017,0
Denmark,First,Diabetes and CKD,2017,0
Denmark,First,Digestive diseases,2017,0
Denmark,First,Musculoskeletal disorders,2017,0
Denmark,First,Neurological disorders,2017,0
Denmark,First,Substance use,2017,0
Denmark,Senior,All traits,2017,0
Denmark,Senior,Cancer,2017,0
Denmark,Senior,Chronic respiratory disease,2017,0
Denmark,Senior,CVD,2017,0
Denmark,Senior,Diabetes and CKD,2017,0
Denmark,Senior,Digestive diseases,2017,0
Denmark,Senior,Musculoskeletal disorders,2017,0
Denmark,Senior,Neurological disorders,2017,0
Egypt,First,Musculoskeletal disorders,2017,0
Egypt,Senior,Musculoskeletal disorders,2017,0
Estonia,All,Skin disease,2017,0.00662339971550498
Finland,All,All traits,2017,0.014654585701446
Finland,All,Cancer,2017,0.027047339077148
Finland,All,Chronic respiratory disease,2017,0.0412380952380952
Finland,All,CVD,2017,0.00240086476645616
Finland,All,Diabetes and CKD,2017,0.00686202686202686
Finland,All,Digestive diseases,2017,0.0105767257941171
Finland,All,Mental disorders,2017,0.00559408255533582
Finland,All,Neurological disorders,2017,0.0264976300611044
Finland,First,All traits,2017,0.0301318267419962
Finland,First,Cancer,2017,0.0625
Finland,First,Chronic respiratory disease,2017,0.0666666666666667
Finland,First,CVD,2017,0
Finland,First,Diabetes and CKD,2017,0.0256410256410256
Finland,First,Digestive diseases,2017,0.0289855072463768
Finland,First,Neurological disorders,2017,0.0769230769230769
Finland,First,Skin disease,2017,0
Finland,First,Substance use,2017,0
Finland,Senior,All traits,2017,0.0244821092278719
Finland,Senior,Cancer,2017,0.0486111111111111
Finland,Senior,Chronic respiratory disease,2017,0.0666666666666667
Finland,Senior,CVD,2017,0
Finland,Senior,Diabetes and CKD,2017,0
Finland,Senior,Digestive diseases,2017,0.0217391304347826
Finland,Senior,Neurological disorders,2017,0.0769230769230769
Finland,Senior,Skin disease,2017,0
Finland,Senior,Substance use,2017,0
France,All,All traits,2017,0.0237217021623871
France,All,Cancer,2017,0.0561607349386262
France,All,Chronic respiratory disease,2017,0.0584894405237454
France,All,CVD,2017,0.0209492685963274
France,All,Diabetes and CKD,2017,0.00886446886446887
France,All,Digestive diseases,2017,0.00404832332868315
France,All,Mental disorders,2017,0.0061724264501328
France,All,Neurological disorders,2017,0.00513962652047285
France,All,Skin disease,2017,0.0625305954945844
France,First,All traits,2017,0.0213882163034705
France,First,Cancer,2017,0.0580357142857143
France,First,Chronic respiratory disease,2017,0.0833333333333333
France,First,CVD,2017,0.00714285714285714
France,First,Diabetes and CKD,2017,0
France,First,Digestive diseases,2017,0
France,First,Mental disorders,2017,0.00806451612903226
France,First,Neurological disorders,2017,0.0192307692307692
France,First,Skin disease,2017,0.0789473684210526
France,Senior,All traits,2017,0.0204802259887006
France,Senior,Cancer,2017,0.0494791666666667
France,Senior,Chronic respiratory disease,2017,0.0666666666666667
France,Senior,CVD,2017,0.0285714285714286
France,Senior,Diabetes and CKD,2017,0
France,Senior,Digestive diseases,2017,0
France,Senior,Mental disorders,2017,0.00806451612903226
France,Senior,Neurological disorders,2017,0.0192307692307692
France,Senior,Skin disease,2017,0.105263157894737
Germany,All,All traits,2017,0.0537126117276554
Germany,All,Cancer,2017,0.0599364053184001
Germany,All,Chronic respiratory disease,2017,0.0218271156819251
Germany,All,CVD,2017,0.0902924987199181
Germany,All,Diabetes and CKD,2017,0.0117554240631164
Germany,All,Digestive diseases,2017,0.0601594651198654
Germany,All,Mental disorders,2017,0.0452380238532131
Germany,All,Musculoskeletal disorders,2017,0.00264550264550265
Germany,All,Neurological disorders,2017,0.0187263244056117
Germany,All,Skin disease,2017,0.0268267532612606
Germany,All,Substance use,2017,0.140873015873016
Germany,First,All traits,2017,0.0467043314500942
Germany,First,Cancer,2017,0.03125
Germany,First,Chronic respiratory disease,2017,0
Germany,First,CVD,2017,0.117142857142857
Germany,First,Diabetes and CKD,2017,0
Germany,First,Digestive diseases,2017,0.0579710144927536
Germany,First,Mental disorders,2017,0.032258064516129
Germany,First,Musculoskeletal disorders,2017,0
Germany,First,Neurological disorders,2017,0
Germany,First,Skin disease,2017,0
Germany,First,Substance use,2017,0.166666666666667
Germany,Senior,All traits,2017,0.0402542372881356
Germany,Senior,Cancer,2017,0.0104166666666667
Germany,Senior,Chronic respiratory disease,2017,0
Germany,Senior,CVD,2017,0.10952380952381
Germany,Senior,Diabetes and CKD,2017,0
Germany,Senior,Digestive diseases,2017,0.0579710144927536
Germany,Senior,Mental disorders,2017,0.0362903225806452
Germany,Senior,Musculoskeletal disorders,2017,0
Germany,Senior,Neurological disorders,2017,0.00961538461538462
Germany,Senior,Skin disease,2017,0
Germany,Senior,Substance use,2017,0.166666666666667
Greece,First,Musculoskeletal disorders,2017,0
Greece,Senior,Musculoskeletal disorders,2017,0
Guinea,First,Skin disease,2017,0
Iceland,All,All traits,2017,0.0166780330077454
Iceland,All,Cancer,2017,0.0206260231922539
